time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-04-30T04:10:16.910Z,13.192,-89.3139,75.06,4.3,mb,,125,0.498,1.02,us,us1000duju,2018-04-30T04:33:08.964Z,"32km S of La Libertad, El Salvador",earthquake,8.2,8,0.051,109,reviewed,us,us
2018-04-30T04:04:59.216Z,55.9695,-149.9093,7.9,3,ml,,,,0.54,ak,ak19304192,2018-05-03T02:58:29.510Z,"253km SE of Kodiak, Alaska",earthquake,,5.7,,,reviewed,ak,ak
2018-04-30T02:50:34.760Z,-6.4968,142.6736,10,3.8,mb,,148,7.43,1.24,us,us1000dv3j,2018-05-01T02:59:29.847Z,"113km WSW of Mendi, Papua New Guinea",earthquake,7.3,2,0.181,8,reviewed,us,us
2018-04-30T02:20:50.090Z,43.3312,-126.8038,10,4,mb,,185,2.046,0.82,us,us1000duj3,2018-04-30T15:43:18.923Z,"196km W of Bandon, Oregon",earthquake,5,2,0.072,52,reviewed,us,us
2018-04-30T02:11:03.500Z,18.1943,-68.5935,54,3,md,15,298,1.3505,0.13,pr,pr2018120003,2018-04-30T06:38:11.691Z,"20km S of Boca de Yuma, Dominican Republic",earthquake,3.22,1.22,0.27,13,reviewed,pr,pr
2018-04-30T02:07:37.110Z,17.8348,-66.1665,13,2.54,md,8,253,0.1436,0.2,pr,pr2018120002,2018-04-30T06:37:40.563Z,"13km S of Jobos, Puerto Rico",earthquake,1.4,0.71,0.03,5,reviewed,pr,pr
2018-04-30T01:53:57.690Z,18.341,-68.4221,115,3.23,md,6,143,1.3545,0.4,pr,pr2018120001,2018-04-30T06:37:00.548Z,"20km ESE of Boca de Yuma, Dominican Republic",earthquake,2.85,2.26,0.3,5,reviewed,pr,pr
2018-04-30T01:46:11.953Z,55.9966,-150.155,0.4,3,ml,,,,0.84,ak,ak19304181,2018-05-03T18:53:51.123Z,"242km SE of Kodiak, Alaska",earthquake,,4.7,,,reviewed,ak,ak
2018-04-30T01:45:55.146Z,55.8491,-149.8195,11.2,2.7,ml,,,,0.67,ak,ak19304180,2018-05-03T18:53:50.508Z,"267km SE of Kodiak, Alaska",earthquake,,4.7,,,reviewed,ak,ak
2018-04-30T01:45:41.040Z,18.5053,-66.6588,114,2.77,md,5,263,0.185,0.24,pr,pr2018120000,2018-04-30T06:36:11.115Z,"7km ENE of Arecibo, Puerto Rico",earthquake,2.67,1.39,0.17,4,reviewed,pr,pr
2018-04-30T01:43:25.134Z,55.9278,-150.0096,10,3.2,ml,,,,0.73,ak,ak19294873,2018-05-03T18:53:49.846Z,"253km SE of Kodiak, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-04-29T23:31:59.018Z,65.5362,-148.0047,12.1,2.9,ml,,,,0.78,ak,ak19294746,2018-05-03T17:34:10.621Z,"75km N of College, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-04-29T23:23:36.470Z,-21.6332,-179.2032,608.68,4.3,mb,,110,4.652,0.57,us,us1000dxya,2018-05-05T03:22:05.040Z,"120km SSW of Ndoi Island, Fiji",earthquake,21,21.9,0.132,16,reviewed,us,us
2018-04-29T22:55:39.120Z,31.2555,-115.616,9.36,3.51,ml,5,197,0.1975,0.13,ci,ci38160704,2018-04-30T15:17:58.765Z,"104km ESE of Maneadero, B.C., MX",earthquake,1.83,1.55,0.178,188,reviewed,ci,ci
2018-04-29T22:38:41.608Z,52.5404,-166.8745,4.9,2.7,ml,,,,0.39,ak,ak19303864,2018-05-03T00:06:21.638Z,"141km ESE of Nikolski, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2018-04-29T22:32:08.320Z,36.2968333,-83.3895,21.17,3.1,md,30,50,0.07607,0.15,se,se60197892,2018-05-05T21:36:23.393Z,"7km NW of Morristown, Tennessee",earthquake,0.22,0.49,0.058,25,reviewed,se,se
2018-04-29T22:25:12.340Z,37.8231667,-121.9821667,7.72,2.92,md,134,58,0.01611,0.12,nc,nc73008421,2018-05-03T05:10:02.691Z,"2km E of Danville, CA",earthquake,0.12,0.15,0.161,113,reviewed,nc,nc
2018-04-29T22:23:06.510Z,-39.257,46.0994,10,5.9,mww,,48,14.26,1.05,us,us1000dugu,2018-05-01T15:58:33.040Z,"Southwest Indian Ridge",earthquake,10.3,1,0.073,18,reviewed,us,us
2018-04-29T20:40:54.895Z,62.3746,-152.1258,108,2.6,ml,,,,0.47,ak,ak19294528,2018-05-03T00:06:14.688Z,"104km W of Talkeetna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-04-29T20:40:44.006Z,51.4872,-177.5081,23.1,2.5,ml,,,,0.28,ak,ak19294526,2018-05-03T00:06:14.182Z,"62km SE of Tanaga Volcano, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-04-29T20:23:39.520Z,-18.7704,168.4193,59.17,5.2,mww,,76,2.284,1.17,us,us1000duf2,2018-05-01T15:57:33.040Z,"115km S of Port-Vila, Vanuatu",earthquake,8.5,6.6,0.073,18,reviewed,us,us
2018-04-29T20:17:14.120Z,56.3099,-148.6479,8.5,2.9,ml,,,,0.42,ak,ak19303849,2018-05-03T00:06:13.112Z,"281km SE of Kodiak, Alaska",earthquake,,8.3,,,reviewed,ak,ak
2018-04-29T19:21:37.597Z,53.377,-165.1937,7.3,2.5,ml,,,,0.71,ak,ak19303843,2018-05-03T00:06:09.999Z,"92km SSE of Akutan, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2018-04-29T19:05:57.560Z,4.7141,96.2555,30.64,4.5,mb,,112,0.858,0.91,us,us1000due4,2018-04-29T19:54:01.040Z,"55km S of Reuleuet, Indonesia",earthquake,6.9,5.8,0.125,19,reviewed,us,us
2018-04-29T18:40:54.721Z,52.5542,-164.0865,41.6,2.8,ml,,,,0.53,ak,ak19303839,2018-05-03T17:34:10.045Z,"208km SSE of Akutan, Alaska",earthquake,,1.2,,,reviewed,ak,ak
